issue_id,report_id,issue_date,issue_type,severity,source_system,assigned_analyst_id,resolution_hours,issue_status,root_cause
DQI00827,RPT0111,2026-07-19,Duplicate Records,High,ERP,A011,15,Under Investigation,Source System
DQI00828,RPT0072,2024-10-03,Null Values,Low,Data Warehouse,A013,109,Open,Transformation Logic
DQI00829,RPT0014,2026-05-07,Incorrect Values,Low,Client Database,A015,104,Under Investigation,Data Entry
DQI00830,RPT0044,2026-06-16,Data Mismatch,Low,HR System,A006,56,Resolved,Data Entry
DQI00831,RPT0067,2026-05-05,Delayed Data,Medium,Risk System,A011,53,Resolved,Mapping Issue
DQI00832,RPT0048,2026-05-11,Missing Data,Medium,CRM,A015,63,Resolved,Transformation Logic
DQI00833,RPT0081,2025-11-29,Invalid Format,Medium,Client Database,A010,20,Open,Data Entry
DQI00834,RPT0081,2025-06-29,Missing Data,Medium,Risk System,A011,93,Resolved,Unknown
DQI00835,RPT0057,2026-01-15,Null Values,Low,Core Banking,A022,115,Open,Unknown
DQI00836,RPT0054,2025-04-25,Missing Data,Medium,Data Warehouse,A010,64,Under Investigation,Mapping Issue
DQI00837,RPT0070,2026-01-30,Missing Data,Medium,HR System,A008,30,Resolved,Transformation Logic
DQI00838,RPT0069,2024-12-06,Missing Data,Medium,Risk System,A008,65,Resolved,Data Entry
DQI00839,RPT0082,2026-03-03,Delayed Data,Medium,Risk System,A005,24,Open,Data Entry
DQI00840,RPT0097,2024-09-08,Null Values,Low,Client Database,A018,104,Resolved,Mapping Issue
DQI00841,RPT0113,2026-01-11,Invalid Format,High,Core Banking,A008,26,Open,Source System
DQI00842,RPT0046,2025-09-10,Invalid Format,Medium,Core Banking,A014,108,Resolved,Data Entry
DQI00843,RPT0075,2025-04-06,Invalid Format,Low,HR System,A004,100,Resolved,Unknown
DQI00844,RPT0060,2025-03-09,Invalid Format,Low,Risk System,A008,101,Under Investigation,Unknown
DQI00845,RPT0022,2026-07-25,Missing Data,Medium,Risk System,A019,82,Under Investigation,Unknown
DQI00846,RPT0067,2025-07-11,Null Values,Low,Core Banking,A010,42,Under Investigation,Unknown
DQI00847,RPT0059,2025-06-30,Missing Data,Low,Data Warehouse,A003,19,Resolved,Mapping Issue
DQI00848,RPT0118,2025-06-17,Invalid Format,Critical,Core Banking,A013,15,Under Investigation,Database Issue
DQI00849,RPT0107,2026-03-15,Duplicate Records,Critical,Client Database,A001,107,Under Investigation,Source System
DQI00850,RPT0063,2024-09-16,Incorrect Values,Medium,Client Database,A009,36,Resolved,Database Issue
DQI00851,RPT0102,2025-11-15,Duplicate Records,Low,Risk System,A025,5,Under Investigation,Database Issue
DQI00852,RPT0082,2026-02-20,Duplicate Records,Medium,CRM,A013,74,Open,Source System
DQI00853,RPT0042,2025-11-07,Null Values,Medium,Client Database,A024,51,Open,Source System
DQI00854,RPT0060,2026-05-15,Delayed Data,Low,Data Warehouse,A009,33,Open,Transformation Logic
DQI00855,RPT0072,2025-01-14,Invalid Format,High,Data Warehouse,A005,42,Under Investigation,Source System
DQI00856,RPT0113,2025-05-13,Duplicate Records,High,Data Warehouse,A011,72,Open,Transformation Logic
DQI00857,RPT0071,2026-03-07,Missing Data,Critical,CRM,A012,3,Under Investigation,Database Issue
DQI00858,RPT0111,2026-02-25,Null Values,Low,Client Database,A025,17,Under Investigation,Database Issue
DQI00859,RPT0001,2025-02-08,Invalid Format,Low,CRM,A011,33,Resolved,Mapping Issue
DQI00860,RPT0111,2026-02-04,Delayed Data,Medium,Client Database,A024,52,Open,Unknown
DQI00861,RPT0109,2025-10-09,Invalid Format,Low,HR System,A005,85,Resolved,Transformation Logic
DQI00862,RPT0110,2025-12-28,Missing Data,Low,Client Database,A003,9,Open,Database Issue
DQI00863,RPT0112,2026-04-21,Duplicate Records,Medium,HR System,A019,28,Open,Mapping Issue
DQI00864,RPT0015,2025-08-24,Data Mismatch,High,Core Banking,A009,23,Resolved,Data Entry
DQI00865,RPT0075,2026-07-25,Invalid Format,High,Client Database,A002,10,Open,Source System
DQI00866,RPT0017,2026-08-20,Invalid Format,High,Data Warehouse,A024,116,Resolved,Database Issue
DQI00867,RPT0089,2026-01-23,Null Values,Medium,Client Database,A010,107,Resolved,Unknown
DQI00868,RPT0069,2025-05-25,Duplicate Records,Medium,Risk System,A008,44,Open,Database Issue
DQI00869,RPT0072,2025-09-18,Data Mismatch,Low,Client Database,A025,27,Under Investigation,Database Issue
DQI00870,RPT0079,2025-04-10,Invalid Format,Medium,Core Banking,A012,36,Under Investigation,Source System
DQI00871,RPT0100,2026-06-07,Duplicate Records,Low,HR System,A008,100,Resolved,Data Entry
DQI00872,RPT0045,2024-12-30,Delayed Data,Medium,Data Warehouse,A005,66,Under Investigation,Unknown
DQI00873,RPT0028,2026-06-03,Data Mismatch,Low,HR System,A017,85,Under Investigation,Source System
DQI00874,RPT0077,2026-01-12,Missing Data,High,CRM,A012,86,Open,Database Issue
DQI00875,RPT0090,2026-07-01,Duplicate Records,Medium,HR System,A005,4,Under Investigation,Mapping Issue
DQI00876,RPT0077,2025-10-27,Invalid Format,Low,HR System,A025,76,Resolved,Unknown
DQI00877,RPT0009,2025-01-07,Delayed Data,High,Data Warehouse,A015,40,Under Investigation,Data Entry
DQI00878,RPT0006,2025-04-05,Duplicate Records,Medium,ERP,A015,85,Under Investigation,Database Issue
DQI00879,RPT0013,2024-11-03,Invalid Format,Medium,Core Banking,A011,90,Open,Database Issue
DQI00880,RPT0079,2025-08-20,Missing Data,Low,CRM,A016,73,Under Investigation,Transformation Logic
DQI00881,RPT0067,2024-11-27,Incorrect Values,Medium,Core Banking,A018,102,Under Investigation,Mapping Issue
DQI00882,RPT0108,2026-03-18,Incorrect Values,Low,CRM,A019,7,Resolved,Mapping Issue
DQI00883,RPT0051,2025-03-08,Null Values,Low,Core Banking,A024,68,Under Investigation,Source System
DQI00884,RPT0024,2026-03-06,Data Mismatch,Critical,CRM,A002,86,Under Investigation,Unknown
DQI00885,RPT0103,2026-05-09,Incorrect Values,Medium,CRM,A003,60,Under Investigation,Mapping Issue
DQI00886,RPT0085,2025-10-28,Duplicate Records,Low,HR System,A011,99,Open,Data Entry
DQI00887,RPT0079,2026-04-04,Invalid Format,Medium,ERP,A011,118,Open,Unknown
DQI00888,RPT0054,2026-07-29,Null Values,High,Client Database,A001,83,Under Investigation,Unknown
DQI00889,RPT0077,2025-01-09,Data Mismatch,Medium,HR System,A001,106,Resolved,Source System
DQI00890,RPT0015,2026-01-29,Invalid Format,Low,ERP,A025,73,Resolved,Mapping Issue
DQI00891,RPT0024,2026-07-19,Incorrect Values,High,Core Banking,A020,92,Under Investigation,Unknown
DQI00892,RPT0005,2025-05-07,Data Mismatch,Low,CRM,A005,88,Open,Source System
DQI00893,RPT0115,2026-01-10,Missing Data,Medium,HR System,A015,52,Resolved,Data Entry
DQI00894,RPT0007,2024-10-28,Null Values,Medium,Client Database,A012,56,Open,Unknown
DQI00895,RPT0037,2025-02-08,Duplicate Records,Medium,Client Database,A016,109,Open,Data Entry
DQI00896,RPT0007,2025-05-22,Duplicate Records,Medium,HR System,A018,116,Resolved,Data Entry
DQI00897,RPT0078,2025-02-09,Invalid Format,Medium,CRM,A020,70,Resolved,Unknown
DQI00898,RPT0107,2026-03-21,Invalid Format,Low,Data Warehouse,A008,90,Open,Unknown
DQI00899,RPT0087,2026-06-27,Invalid Format,Medium,CRM,A017,100,Resolved,Data Entry
DQI00900,RPT0087,2025-04-15,Duplicate Records,High,ERP,A006,7,Resolved,Source System
DQI00901,RPT0062,2025-07-12,Null Values,Low,Core Banking,A015,74,Resolved,Transformation Logic
DQI00902,RPT0072,2026-04-24,Null Values,Critical,Risk System,A021,57,Resolved,Database Issue
DQI00903,RPT0058,2026-07-09,Data Mismatch,High,Core Banking,A024,46,Open,Data Entry
DQI00904,RPT0072,2025-05-04,Delayed Data,Low,Core Banking,A013,54,Under Investigation,Data Entry
DQI00905,RPT0050,2025-06-04,Data Mismatch,Low,Core Banking,A017,99,Open,Database Issue
DQI00906,RPT0112,2025-03-10,Data Mismatch,Low,Client Database,A016,41,Resolved,Transformation Logic
DQI00907,RPT0044,2025-11-17,Missing Data,Low,Core Banking,A009,24,Open,Unknown
DQI00908,RPT0031,2025-04-05,Null Values,Low,Core Banking,A015,33,Under Investigation,Database Issue
DQI00909,RPT0082,2025-08-15,Delayed Data,Low,HR System,A017,35,Open,Data Entry
DQI00910,RPT0016,2026-06-12,Incorrect Values,Medium,HR System,A023,106,Open,Data Entry
DQI00911,RPT0050,2024-11-19,Invalid Format,Low,ERP,A025,97,Resolved,Mapping Issue
DQI00912,RPT0043,2025-08-20,Delayed Data,Low,HR System,A004,118,Resolved,Database Issue
DQI00913,RPT0016,2024-09-30,Data Mismatch,Low,ERP,A018,84,Under Investigation,Mapping Issue
DQI00914,RPT0079,2026-06-23,Incorrect Values,High,Core Banking,A011,85,Under Investigation,Data Entry
DQI00915,RPT0014,2025-12-25,Delayed Data,Low,HR System,A007,69,Resolved,Unknown
DQI00916,RPT0086,2025-11-16,Missing Data,Low,Client Database,A015,80,Open,Unknown
DQI00917,RPT0111,2025-11-13,Delayed Data,Low,CRM,A023,2,Under Investigation,Mapping Issue
DQI00918,RPT0038,2025-12-15,Null Values,Medium,Risk System,A007,60,Open,Source System
DQI00919,RPT0001,2024-10-14,Delayed Data,High,Risk System,A019,81,Under Investigation,Data Entry
DQI00920,RPT0034,2025-08-21,Data Mismatch,Medium,ERP,A022,14,Open,Database Issue
DQI00921,RPT0078,2026-07-11,Data Mismatch,High,ERP,A021,34,Open,Mapping Issue
DQI00922,RPT0075,2025-01-18,Delayed Data,Medium,ERP,A023,70,Under Investigation,Mapping Issue
DQI00923,RPT0012,2025-09-12,Invalid Format,Low,HR System,A017,96,Under Investigation,Mapping Issue
DQI00924,RPT0094,2024-11-21,Data Mismatch,High,Core Banking,A017,41,Under Investigation,Source System
DQI00925,RPT0102,2026-06-24,Duplicate Records,Medium,Client Database,A014,12,Under Investigation,Data Entry
DQI00926,RPT0089,2026-01-30,Missing Data,Low,Data Warehouse,A019,117,Under Investigation,Source System
DQI00927,RPT0042,2025-06-12,Missing Data,Medium,ERP,A022,112,Resolved,Transformation Logic
DQI00928,RPT0041,2025-10-05,Missing Data,Critical,HR System,A016,49,Open,Source System
DQI00929,RPT0069,2025-04-08,Invalid Format,Low,Risk System,A010,104,Open,Database Issue
DQI00930,RPT0055,2025-07-06,Null Values,Medium,Client Database,A011,58,Open,Database Issue
DQI00931,RPT0022,2024-09-30,Missing Data,High,Data Warehouse,A017,83,Resolved,Transformation Logic
DQI00932,RPT0058,2026-06-27,Delayed Data,Low,Risk System,A007,32,Resolved,Database Issue
DQI00933,RPT0075,2026-06-14,Duplicate Records,Medium,Core Banking,A004,46,Resolved,Unknown
DQI00934,RPT0042,2024-12-15,Invalid Format,Low,Client Database,A023,35,Resolved,Transformation Logic
DQI00935,RPT0067,2024-12-04,Incorrect Values,Low,CRM,A024,90,Resolved,Data Entry
DQI00936,RPT0010,2025-01-22,Null Values,Low,CRM,A025,65,Open,Transformation Logic
DQI00937,RPT0099,2025-05-13,Data Mismatch,High,ERP,A011,36,Resolved,Data Entry
DQI00938,RPT0053,2025-07-03,Delayed Data,Medium,ERP,A005,107,Open,Unknown
DQI00939,RPT0060,2025-11-05,Duplicate Records,Low,Core Banking,A021,14,Resolved,Transformation Logic
DQI00940,RPT0049,2026-07-14,Missing Data,Medium,CRM,A025,7,Under Investigation,Mapping Issue
DQI00941,RPT0036,2026-07-25,Null Values,Medium,ERP,A007,39,Open,Unknown
DQI00942,RPT0114,2025-08-10,Duplicate Records,Medium,HR System,A013,85,Resolved,Transformation Logic
DQI00943,RPT0010,2024-12-09,Data Mismatch,Medium,HR System,A013,37,Under Investigation,Transformation Logic
DQI00944,RPT0064,2025-04-22,Delayed Data,Medium,CRM,A006,86,Open,Transformation Logic
DQI00945,RPT0113,2026-06-20,Invalid Format,Low,CRM,A009,94,Under Investigation,Unknown
DQI00946,RPT0110,2026-02-26,Duplicate Records,Critical,Risk System,A004,46,Open,Transformation Logic
DQI00947,RPT0119,2025-01-07,Invalid Format,Medium,Client Database,A012,50,Resolved,Data Entry
DQI00948,RPT0040,2026-04-17,Null Values,Medium,Client Database,A012,86,Resolved,Mapping Issue
DQI00949,RPT0106,2024-10-21,Null Values,Low,HR System,A008,20,Open,Data Entry
DQI00950,RPT0022,2025-09-02,Duplicate Records,Medium,Core Banking,A002,114,Open,Unknown
DQI00951,RPT0115,2025-05-05,Null Values,High,ERP,A002,106,Open,Source System
DQI00952,RPT0003,2025-12-23,Duplicate Records,Critical,CRM,A009,80,Open,Unknown
DQI00953,RPT0061,2025-01-04,Delayed Data,Medium,Core Banking,A021,19,Resolved,Transformation Logic
DQI00954,RPT0005,2025-04-20,Delayed Data,Low,Risk System,A012,64,Open,Database Issue
DQI00955,RPT0029,2025-12-25,Invalid Format,High,Core Banking,A012,30,Open,Mapping Issue
DQI00956,RPT0072,2024-10-04,Incorrect Values,Low,CRM,A017,77,Resolved,Database Issue
DQI00957,RPT0073,2024-08-23,Duplicate Records,Low,Risk System,A015,80,Open,Database Issue
DQI00958,RPT0006,2025-08-06,Delayed Data,High,CRM,A012,73,Under Investigation,Data Entry
DQI00959,RPT0111,2025-03-20,Duplicate Records,Medium,Risk System,A007,107,Under Investigation,Source System
DQI00960,RPT0052,2025-01-29,Invalid Format,Medium,HR System,A013,18,Resolved,Database Issue
DQI00961,RPT0033,2026-04-03,Missing Data,Medium,Data Warehouse,A012,40,Resolved,Source System
DQI00962,RPT0043,2026-04-12,Incorrect Values,Medium,Data Warehouse,A022,3,Open,Data Entry
DQI00963,RPT0098,2024-12-28,Delayed Data,High,Client Database,A021,78,Under Investigation,Source System
DQI00964,RPT0120,2025-11-10,Incorrect Values,Medium,Data Warehouse,A019,70,Open,Unknown
DQI00965,RPT0026,2026-04-05,Duplicate Records,Medium,ERP,A010,22,Resolved,Source System
DQI00966,RPT0052,2024-12-21,Missing Data,Low,ERP,A023,9,Resolved,Database Issue
DQI00967,RPT0055,2025-09-04,Missing Data,Low,Risk System,A019,107,Open,Source System
DQI00968,RPT0098,2026-04-21,Duplicate Records,Medium,ERP,A011,50,Under Investigation,Source System
DQI00969,RPT0012,2026-04-05,Null Values,High,Risk System,A010,104,Under Investigation,Transformation Logic
DQI00970,RPT0071,2026-04-17,Null Values,High,Data Warehouse,A004,21,Resolved,Transformation Logic
DQI00971,RPT0087,2024-10-27,Delayed Data,Low,Risk System,A025,54,Resolved,Data Entry
DQI00972,RPT0082,2024-11-28,Null Values,Low,Core Banking,A011,18,Open,Transformation Logic
DQI00973,RPT0020,2025-12-10,Invalid Format,Low,ERP,A010,78,Resolved,Source System
DQI00974,RPT0100,2025-07-22,Invalid Format,Low,HR System,A002,18,Resolved,Source System
DQI00975,RPT0068,2025-12-25,Duplicate Records,Low,Client Database,A006,59,Under Investigation,Unknown
DQI00976,RPT0031,2025-07-19,Incorrect Values,Medium,Core Banking,A002,86,Under Investigation,Database Issue
DQI00977,RPT0092,2025-06-29,Delayed Data,High,ERP,A011,14,Resolved,Transformation Logic
DQI00978,RPT0082,2025-07-19,Data Mismatch,Medium,Data Warehouse,A014,16,Resolved,Database Issue
DQI00979,RPT0067,2025-08-25,Invalid Format,Low,Core Banking,A014,91,Under Investigation,Mapping Issue
DQI00980,RPT0116,2025-06-13,Incorrect Values,High,Risk System,A018,9,Under Investigation,Mapping Issue
DQI00981,RPT0049,2024-08-23,Incorrect Values,Medium,CRM,A009,29,Resolved,Database Issue
DQI00982,RPT0006,2024-09-18,Invalid Format,Low,Client Database,A002,61,Open,Transformation Logic
DQI00983,RPT0008,2025-10-08,Duplicate Records,High,ERP,A016,50,Resolved,Source System
DQI00984,RPT0061,2025-01-21,Incorrect Values,Medium,Risk System,A024,56,Resolved,Mapping Issue
DQI00985,RPT0100,2026-03-10,Invalid Format,Low,ERP,A014,119,Resolved,Database Issue
DQI00986,RPT0077,2025-06-05,Incorrect Values,Low,HR System,A018,105,Under Investigation,Mapping Issue
DQI00987,RPT0026,2024-08-30,Null Values,Medium,Client Database,A024,60,Under Investigation,Transformation Logic
DQI00988,RPT0020,2026-07-13,Duplicate Records,Medium,CRM,A009,66,Open,Transformation Logic
DQI00989,RPT0021,2025-04-27,Duplicate Records,Medium,Client Database,A008,25,Resolved,Database Issue
DQI00990,RPT0065,2026-03-30,Missing Data,Medium,Core Banking,A006,27,Under Investigation,Transformation Logic
DQI00991,RPT0050,2026-05-29,Delayed Data,Low,ERP,A016,5,Under Investigation,Source System
DQI00992,RPT0038,2025-10-06,Null Values,High,Risk System,A002,92,Under Investigation,Unknown
DQI00993,RPT0010,2025-01-15,Incorrect Values,Low,ERP,A010,40,Open,Transformation Logic
DQI00994,RPT0104,2024-09-02,Duplicate Records,Low,Core Banking,A013,34,Open,Unknown
DQI00995,RPT0083,2026-01-27,Invalid Format,Low,Client Database,A008,107,Under Investigation,Unknown
DQI00996,RPT0083,2024-08-23,Null Values,Low,Core Banking,A002,91,Open,Mapping Issue
DQI00997,RPT0089,2025-12-19,Invalid Format,High,ERP,A007,80,Under Investigation,Mapping Issue
DQI00998,RPT0026,2026-03-12,Incorrect Values,Low,Risk System,A011,120,Under Investigation,Unknown
DQI00999,RPT0027,2025-03-01,Null Values,High,HR System,A017,31,Open,Database Issue
DQI01000,RPT0101,2025-02-11,Delayed Data,Medium,Client Database,A003,48,Under Investigation,Database Issue
DQI01001,RPT0005,2026-02-09,Duplicate Records,Low,Client Database,A021,99,Under Investigation,Data Entry
DQI01002,RPT0074,2026-07-02,Data Mismatch,Low,Core Banking,A002,48,Under Investigation,Unknown
DQI01003,RPT0117,2025-05-14,Incorrect Values,Critical,Data Warehouse,A005,105,Resolved,Transformation Logic
DQI01004,RPT0002,2025-04-19,Invalid Format,Medium,CRM,A016,26,Resolved,Database Issue
DQI01005,RPT0056,2024-11-28,Missing Data,Medium,Client Database,A010,73,Under Investigation,Data Entry
DQI01006,RPT0060,2024-11-07,Data Mismatch,Medium,HR System,A021,38,Open,Transformation Logic
DQI01007,RPT0071,2025-06-13,Missing Data,Medium,ERP,A024,36,Open,Unknown
DQI01008,RPT0072,2025-09-14,Incorrect Values,Medium,HR System,A025,7,Open,Database Issue
DQI01009,RPT0059,2025-11-20,Null Values,Low,Risk System,A022,19,Resolved,Unknown
DQI01010,RPT0087,2025-04-14,Null Values,Low,HR System,A012,18,Under Investigation,Unknown
DQI01011,RPT0102,2024-12-27,Invalid Format,Medium,CRM,A024,15,Under Investigation,Source System
DQI01012,RPT0046,2024-10-09,Null Values,High,HR System,A014,49,Resolved,Unknown
DQI01013,RPT0055,2026-05-21,Missing Data,Low,HR System,A014,20,Open,Mapping Issue
DQI01014,RPT0101,2024-09-24,Delayed Data,High,HR System,A019,5,Open,Source System
DQI01015,RPT0039,2025-04-08,Delayed Data,Medium,Data Warehouse,A002,53,Resolved,Transformation Logic
DQI01016,RPT0108,2025-04-02,Incorrect Values,Medium,Core Banking,A025,23,Open,Transformation Logic
DQI01017,RPT0056,2025-08-09,Duplicate Records,Critical,Core Banking,A009,5,Under Investigation,Unknown
DQI01018,RPT0009,2026-03-08,Data Mismatch,Low,Core Banking,A008,83,Open,Source System
DQI01019,RPT0107,2025-09-28,Null Values,Medium,ERP,A016,100,Resolved,Data Entry
DQI01020,RPT0035,2025-11-26,Null Values,Low,ERP,A004,93,Resolved,Database Issue
DQI01021,RPT0120,2025-10-01,Invalid Format,Low,Data Warehouse,A018,109,Resolved,Unknown
DQI01022,RPT0115,2025-05-09,Delayed Data,High,HR System,A012,118,Resolved,Unknown
DQI01023,RPT0024,2025-07-22,Missing Data,Critical,ERP,A012,97,Resolved,Unknown
DQI01024,RPT0076,2026-07-10,Data Mismatch,High,Data Warehouse,A010,37,Open,Database Issue
DQI01025,RPT0084,2026-02-04,Data Mismatch,Medium,HR System,A022,58,Open,Data Entry
DQI01026,RPT0081,2024-12-01,Delayed Data,Low,Risk System,A008,54,Resolved,Mapping Issue
DQI01027,RPT0059,2025-05-13,Invalid Format,Critical,Client Database,A003,5,Under Investigation,Source System
DQI01028,RPT0014,2026-07-21,Invalid Format,Medium,ERP,A010,6,Open,Database Issue
DQI01029,RPT0078,2025-09-04,Incorrect Values,High,HR System,A010,52,Resolved,Source System
DQI01030,RPT0040,2025-05-26,Delayed Data,Low,HR System,A019,63,Under Investigation,Source System
DQI01031,RPT0009,2026-03-25,Incorrect Values,Low,Risk System,A002,76,Under Investigation,Unknown
DQI01032,RPT0025,2025-01-13,Duplicate Records,Low,HR System,A003,91,Under Investigation,Data Entry
DQI01033,RPT0037,2024-12-26,Duplicate Records,High,Client Database,A020,5,Resolved,Source System
DQI01034,RPT0008,2026-07-25,Data Mismatch,Medium,Core Banking,A003,39,Resolved,Source System
DQI01035,RPT0109,2026-08-03,Missing Data,Low,Core Banking,A022,87,Resolved,Source System
DQI01036,RPT0101,2026-05-12,Incorrect Values,Low,CRM,A007,49,Resolved,Data Entry
DQI01037,RPT0071,2025-06-29,Delayed Data,Medium,Core Banking,A002,60,Open,Mapping Issue
DQI01038,RPT0104,2024-09-03,Data Mismatch,Low,Core Banking,A021,58,Resolved,Data Entry
DQI01039,RPT0045,2025-02-13,Delayed Data,Low,CRM,A011,31,Open,Source System
DQI01040,RPT0093,2025-02-10,Missing Data,Medium,ERP,A015,36,Open,Source System
DQI01041,RPT0100,2026-03-07,Missing Data,Medium,ERP,A018,45,Open,Source System
DQI01042,RPT0016,2024-11-29,Incorrect Values,Low,CRM,A023,17,Open,Transformation Logic
DQI01043,RPT0013,2025-01-31,Data Mismatch,High,Core Banking,A007,110,Open,Database Issue
DQI01044,RPT0051,2026-03-13,Missing Data,Low,CRM,A021,6,Open,Data Entry
DQI01045,RPT0112,2024-09-06,Incorrect Values,Low,Data Warehouse,A006,91,Open,Data Entry
DQI01046,RPT0005,2025-11-21,Null Values,Low,Data Warehouse,A007,91,Open,Source System
DQI01047,RPT0019,2025-09-15,Missing Data,Low,Core Banking,A024,58,Resolved,Database Issue
DQI01048,RPT0105,2024-12-29,Incorrect Values,Medium,HR System,A024,43,Resolved,Data Entry
DQI01049,RPT0056,2024-11-23,Delayed Data,High,HR System,A002,68,Under Investigation,Database Issue
DQI01050,RPT0041,2025-05-31,Delayed Data,Medium,Risk System,A008,18,Resolved,Mapping Issue
DQI01051,RPT0119,2026-02-23,Invalid Format,Low,Client Database,A024,3,Under Investigation,Database Issue
DQI01052,RPT0107,2026-01-07,Null Values,Medium,Risk System,A019,11,Resolved,Unknown
DQI01053,RPT0004,2026-04-27,Null Values,High,Risk System,A020,9,Under Investigation,Unknown
DQI01054,RPT0093,2024-09-18,Duplicate Records,Medium,Risk System,A020,108,Open,Unknown
DQI01055,RPT0018,2025-06-07,Null Values,Low,HR System,A023,77,Under Investigation,Transformation Logic
DQI01056,RPT0116,2026-07-01,Data Mismatch,Medium,Core Banking,A024,111,Resolved,Data Entry
DQI01057,RPT0033,2025-12-30,Null Values,Medium,Client Database,A005,117,Open,Data Entry
DQI01058,RPT0043,2025-03-06,Incorrect Values,Medium,Risk System,A002,92,Resolved,Mapping Issue
DQI01059,RPT0062,2026-04-11,Invalid Format,Medium,ERP,A018,24,Under Investigation,Mapping Issue
DQI01060,RPT0108,2025-10-09,Null Values,Medium,Data Warehouse,A009,52,Under Investigation,Source System
DQI01061,RPT0009,2025-12-17,Missing Data,High,Risk System,A006,44,Under Investigation,Unknown
DQI01062,RPT0060,2024-09-26,Invalid Format,Medium,ERP,A009,114,Resolved,Source System
DQI01063,RPT0064,2025-11-24,Data Mismatch,Medium,Client Database,A017,62,Resolved,Unknown
DQI01064,RPT0009,2024-09-26,Data Mismatch,Medium,CRM,A016,66,Resolved,Database Issue
DQI01065,RPT0007,2026-01-16,Duplicate Records,Medium,Client Database,A020,34,Resolved,Unknown
DQI01066,RPT0111,2024-11-11,Invalid Format,Medium,ERP,A007,90,Under Investigation,Source System
DQI01067,RPT0023,2026-01-09,Data Mismatch,Critical,CRM,A018,75,Resolved,Unknown
DQI01068,RPT0011,2026-05-31,Data Mismatch,Low,Risk System,A023,51,Open,Unknown
DQI01069,RPT0106,2024-09-04,Missing Data,Low,ERP,A019,59,Open,Unknown
DQI01070,RPT0083,2024-09-26,Duplicate Records,Low,Risk System,A013,50,Resolved,Unknown
DQI01071,RPT0076,2026-02-06,Null Values,Medium,Data Warehouse,A025,55,Resolved,Source System
DQI01072,RPT0035,2024-11-17,Missing Data,High,CRM,A022,72,Resolved,Database Issue
DQI01073,RPT0085,2025-07-09,Delayed Data,Low,HR System,A022,25,Open,Mapping Issue
DQI01074,RPT0053,2025-07-31,Duplicate Records,High,CRM,A025,98,Under Investigation,Mapping Issue
DQI01075,RPT0028,2025-06-11,Null Values,Low,Risk System,A019,28,Under Investigation,Unknown
DQI01076,RPT0051,2024-11-23,Missing Data,Critical,HR System,A013,52,Under Investigation,Mapping Issue
DQI01077,RPT0044,2025-10-19,Null Values,Medium,Core Banking,A001,93,Under Investigation,Unknown
DQI01078,RPT0107,2025-03-04,Missing Data,Low,CRM,A022,45,Under Investigation,Source System
DQI01079,RPT0081,2025-08-23,Missing Data,Medium,Client Database,A006,55,Open,Source System
DQI01080,RPT0065,2026-02-16,Delayed Data,Medium,Risk System,A002,99,Open,Data Entry
DQI01081,RPT0103,2024-12-16,Incorrect Values,High,CRM,A019,41,Under Investigation,Unknown
DQI01082,RPT0017,2025-01-26,Missing Data,Low,Core Banking,A007,110,Open,Source System
DQI01083,RPT0090,2026-02-10,Incorrect Values,Medium,ERP,A020,3,Under Investigation,Database Issue
DQI01084,RPT0052,2026-02-03,Missing Data,Medium,CRM,A019,58,Resolved,Unknown
DQI01085,RPT0116,2025-12-22,Invalid Format,Medium,Core Banking,A020,116,Under Investigation,Transformation Logic
DQI01086,RPT0079,2024-08-27,Delayed Data,Medium,CRM,A008,35,Resolved,Source System
DQI01087,RPT0107,2025-04-10,Incorrect Values,Medium,HR System,A003,74,Resolved,Mapping Issue
DQI01088,RPT0003,2025-07-12,Incorrect Values,Medium,HR System,A022,49,Resolved,Data Entry
DQI01089,RPT0083,2026-01-15,Data Mismatch,Low,Risk System,A007,45,Under Investigation,Source System
DQI01090,RPT0083,2024-11-06,Data Mismatch,Low,HR System,A005,47,Resolved,Database Issue
DQI01091,RPT0032,2026-01-16,Invalid Format,Low,Risk System,A018,70,Open,Source System
DQI01092,RPT0028,2025-09-28,Delayed Data,High,Data Warehouse,A016,9,Open,Database Issue
DQI01093,RPT0113,2025-03-17,Null Values,Medium,Data Warehouse,A016,48,Open,Transformation Logic
DQI01094,RPT0114,2025-12-16,Incorrect Values,High,Core Banking,A008,11,Open,Unknown
DQI01095,RPT0026,2025-12-03,Data Mismatch,Medium,Client Database,A005,38,Open,Source System
DQI01096,RPT0059,2026-02-15,Duplicate Records,Medium,Client Database,A002,9,Under Investigation,Source System
DQI01097,RPT0110,2024-12-04,Delayed Data,Low,CRM,A004,13,Resolved,Transformation Logic
DQI01098,RPT0001,2025-07-11,Null Values,Medium,Client Database,A005,112,Resolved,Data Entry
DQI01099,RPT0052,2026-05-27,Null Values,High,CRM,A020,100,Under Investigation,Database Issue
DQI01100,RPT0063,2026-07-18,Data Mismatch,Low,HR System,A017,46,Under Investigation,Data Entry
DQI01101,RPT0011,2024-11-09,Data Mismatch,Low,Client Database,A001,53,Open,Mapping Issue
DQI01102,RPT0077,2025-09-21,Incorrect Values,Low,CRM,A009,116,Resolved,Database Issue
DQI01103,RPT0115,2026-03-01,Invalid Format,Low,Data Warehouse,A023,92,Resolved,Mapping Issue
