request_id,report_id,analyst_id,request_date,completion_date,request_type,priority,status,resolution_hours,sla_hours,sla_status,sql_execution_time_seconds,change_requests,requester_department
REQ004412,RPT0055,A006,2026-01-30,2026-02-03,Report Issue,Low,Completed,98,120,Within SLA,3.18,1,Client Services
REQ004413,RPT0095,A006,2026-05-16,2026-05-21,Change Request,Medium,Completed,132,72,Breached,1.58,0,Client Services
REQ004414,RPT0105,A023,2024-11-02,2024-11-05,Change Request,Medium,Completed,64,72,Within SLA,0.58,3,Risk
REQ004415,RPT0087,A022,2024-12-04,2024-12-04,Access Request,Critical,In Progress,10,24,Within SLA,3.82,0,Compliance
REQ004416,RPT0046,A004,2026-03-26,2026-03-28,Data Correction,Medium,Pending,39,72,Within SLA,5.08,0,Sales
REQ004417,RPT0051,A006,2026-04-23,2026-04-28,Report Enhancement,High,Completed,126,48,Breached,3.99,2,Legal
REQ004418,RPT0079,A006,2025-07-06,2025-07-08,Report Enhancement,Medium,In Progress,45,72,Within SLA,0.85,3,Sales
REQ004419,RPT0102,A025,2026-08-04,2026-08-10,Data Correction,Medium,Cancelled,136,72,Breached,2.6,1,Human Resources
REQ004420,RPT0030,A022,2024-10-06,2024-10-08,New Report,Medium,Completed,57,72,Within SLA,0.7,2,Sales
REQ004421,RPT0112,A004,2025-03-24,2025-03-28,Data Correction,Low,Completed,93,120,Within SLA,8.66,1,Legal
REQ004422,RPT0054,A019,2026-06-25,2026-06-27,Change Request,Medium,Completed,49,72,Within SLA,1.55,0,Operations
REQ004423,RPT0101,A008,2026-01-12,2026-01-13,Change Request,Medium,In Progress,25,72,Within SLA,7.99,0,Legal
REQ004424,RPT0010,A013,2024-11-27,2024-11-29,New Report,Low,In Progress,44,120,Within SLA,6.44,1,Compliance
REQ004425,RPT0013,A012,2026-02-16,2026-02-17,New Report,Medium,Completed,26,72,Within SLA,1.77,0,Risk
REQ004426,RPT0087,A003,2026-06-24,2026-06-27,Change Request,Low,Completed,74,120,Within SLA,1.5,1,Sales
REQ004427,RPT0016,A018,2024-12-02,2024-12-02,New Report,Medium,Completed,22,72,Within SLA,4.24,0,Technology
REQ004428,RPT0115,A008,2025-03-02,2025-03-04,Access Request,Low,Pending,47,120,Within SLA,1.84,1,Operations
REQ004429,RPT0089,A001,2024-12-12,2024-12-13,Report Issue,High,Completed,28,48,Within SLA,3.57,1,Finance
REQ004430,RPT0011,A015,2026-02-24,2026-02-28,Report Issue,Low,Completed,98,120,Within SLA,2.37,1,Technology
REQ004431,RPT0068,A008,2025-04-28,2025-04-28,Data Correction,High,Pending,19,48,Within SLA,0.95,2,Sales
REQ004432,RPT0093,A016,2026-05-26,2026-05-29,Change Request,High,Completed,76,48,Breached,0.7,0,Sales
REQ004433,RPT0058,A001,2025-03-01,2025-03-09,Access Request,Medium,Completed,208,72,Breached,3.89,1,Risk
REQ004434,RPT0080,A008,2026-04-04,2026-04-05,Access Request,Low,Cancelled,28,120,Within SLA,2.24,0,Legal
REQ004435,RPT0083,A004,2026-06-07,2026-06-08,New Report,High,Completed,20,48,Within SLA,2.25,1,Risk
REQ004436,RPT0112,A023,2026-01-28,2026-02-11,Change Request,Low,Completed,333,120,Breached,5.4,2,Compliance
REQ004437,RPT0024,A023,2025-06-22,2025-06-26,Change Request,Medium,Completed,104,72,Breached,7.55,1,Client Services
REQ004438,RPT0015,A004,2025-09-05,2025-09-06,Access Request,Low,Completed,29,120,Within SLA,2.74,0,Technology
REQ004439,RPT0028,A006,2024-12-09,2024-12-10,Access Request,Medium,In Progress,22,72,Within SLA,2.62,2,Technology
REQ004440,RPT0015,A014,2025-11-12,2025-11-20,Access Request,Medium,Completed,180,72,Breached,4.71,0,Client Services
REQ004441,RPT0013,A011,2025-12-25,2025-12-28,Report Issue,Medium,In Progress,72,72,Within SLA,1.28,0,Compliance
REQ004442,RPT0003,A006,2025-03-17,2025-03-18,Report Enhancement,Medium,Completed,22,72,Within SLA,3.88,0,Risk
REQ004443,RPT0044,A007,2025-12-21,2025-12-23,New Report,Medium,Completed,42,72,Within SLA,4.89,3,Finance
REQ004444,RPT0010,A002,2025-07-08,2025-07-12,Data Correction,High,Completed,80,48,Breached,5.34,0,Human Resources
REQ004445,RPT0021,A018,2025-06-08,2025-06-08,New Report,Medium,In Progress,12,72,Within SLA,0.86,0,Sales
REQ004446,RPT0056,A015,2025-08-07,2025-08-07,Access Request,High,Completed,22,48,Within SLA,1.95,0,Client Services
REQ004447,RPT0051,A009,2024-10-18,2024-10-19,New Report,High,Completed,22,48,Within SLA,1.8,1,Sales
REQ004448,RPT0011,A016,2025-12-26,2025-12-27,New Report,Medium,Completed,32,72,Within SLA,3.56,2,Risk
REQ004449,RPT0071,A006,2026-04-30,2026-05-03,Access Request,Low,Completed,80,120,Within SLA,4.65,1,Finance
REQ004450,RPT0097,A006,2026-07-05,2026-07-08,New Report,High,Completed,69,48,Breached,9.47,0,Operations
REQ004451,RPT0010,A020,2026-04-10,2026-04-11,Change Request,Medium,Completed,24,72,Within SLA,2.35,0,Finance
REQ004452,RPT0061,A021,2024-11-01,2024-11-04,Data Correction,Low,Completed,75,120,Within SLA,2.34,0,Sales
REQ004453,RPT0046,A015,2025-06-29,2025-07-04,Access Request,High,In Progress,111,48,Breached,7.42,0,Technology
REQ004454,RPT0101,A009,2025-09-25,2025-09-27,Report Enhancement,Medium,Cancelled,52,72,Within SLA,4.09,0,Finance
REQ004455,RPT0011,A008,2026-03-26,2026-03-27,Access Request,High,Completed,27,48,Within SLA,8.06,0,Legal
REQ004456,RPT0043,A023,2025-03-25,2025-04-02,Report Issue,Medium,Completed,210,72,Breached,4.06,2,Technology
REQ004457,RPT0111,A011,2026-02-11,2026-02-13,Access Request,High,Completed,36,48,Within SLA,1.48,0,Risk
REQ004458,RPT0102,A004,2026-08-18,2026-08-19,Data Correction,Medium,In Progress,18,72,Within SLA,1.31,1,Client Services
REQ004459,RPT0098,A002,2026-07-03,2026-07-06,Access Request,Medium,Completed,69,72,Within SLA,1.12,3,Risk
REQ004460,RPT0030,A010,2025-06-03,2025-06-04,Change Request,Medium,Completed,28,72,Within SLA,5.28,0,Client Services
REQ004461,RPT0020,A002,2025-08-09,2025-08-09,Report Enhancement,High,Completed,16,48,Within SLA,7.63,0,Human Resources
REQ004462,RPT0061,A008,2025-09-04,2025-09-06,Report Issue,Medium,In Progress,46,72,Within SLA,12.12,1,Human Resources
REQ004463,RPT0113,A007,2025-05-02,2025-05-03,Report Issue,Medium,Completed,41,72,Within SLA,5.99,1,Compliance
REQ004464,RPT0004,A020,2025-11-16,2025-11-24,Report Issue,High,In Progress,192,48,Breached,7.49,2,Compliance
REQ004465,RPT0040,A025,2024-08-22,2024-08-23,Report Enhancement,Medium,In Progress,24,72,Within SLA,2.21,1,Technology
REQ004466,RPT0030,A011,2026-06-26,2026-06-29,Data Correction,Medium,Completed,55,72,Within SLA,1.48,1,Technology
REQ004467,RPT0085,A015,2026-04-14,2026-04-22,Report Issue,Medium,In Progress,200,72,Breached,6.02,1,Technology
REQ004468,RPT0029,A008,2026-06-10,2026-06-10,Change Request,High,Completed,23,48,Within SLA,4.45,4,Sales
REQ004469,RPT0025,A008,2026-03-13,2026-03-13,New Report,High,Completed,11,48,Within SLA,3.58,0,Sales
REQ004470,RPT0033,A023,2024-11-01,2024-11-06,New Report,Low,In Progress,123,120,Breached,4.35,1,Human Resources
REQ004471,RPT0072,A014,2026-03-11,2026-03-12,Change Request,Critical,Completed,14,24,Within SLA,4.16,2,Risk
REQ004472,RPT0103,A023,2025-08-12,2025-08-14,Change Request,Low,Completed,60,120,Within SLA,8.16,0,Operations
REQ004473,RPT0120,A005,2025-12-27,2025-12-28,Report Issue,High,In Progress,27,48,Within SLA,8.22,2,Operations
REQ004474,RPT0043,A016,2026-01-18,2026-01-22,New Report,Low,Completed,97,120,Within SLA,4.86,4,Sales
REQ004475,RPT0110,A021,2026-02-13,2026-02-15,Change Request,High,Completed,43,48,Within SLA,6.0,0,Sales
REQ004476,RPT0117,A014,2025-05-26,2025-06-06,Access Request,Low,Completed,280,120,Breached,4.76,0,Sales
REQ004477,RPT0076,A020,2026-06-12,2026-06-13,Access Request,Medium,Completed,28,72,Within SLA,2.4,0,Legal
REQ004478,RPT0080,A020,2024-10-09,2024-10-11,Access Request,Low,Completed,50,120,Within SLA,5.64,1,Legal
REQ004479,RPT0008,A015,2026-05-01,2026-05-06,Access Request,Medium,Completed,126,72,Breached,1.25,2,Human Resources
REQ004480,RPT0036,A016,2025-10-10,2025-10-18,New Report,Medium,Cancelled,212,72,Breached,6.94,0,Risk
REQ004481,RPT0034,A011,2025-06-25,2025-06-27,Report Issue,High,Completed,37,48,Within SLA,1.44,1,Compliance
REQ004482,RPT0116,A008,2025-02-06,2025-02-07,New Report,Low,Completed,41,120,Within SLA,4.06,3,Client Services
REQ004483,RPT0096,A002,2025-07-20,2025-07-22,Report Enhancement,Medium,Pending,36,72,Within SLA,1.84,0,Operations
REQ004484,RPT0015,A024,2026-05-23,2026-05-25,Data Correction,Medium,Completed,38,72,Within SLA,4.89,1,Finance
REQ004485,RPT0040,A020,2025-02-01,2025-02-02,Access Request,High,Completed,34,48,Within SLA,3.24,0,Operations
REQ004486,RPT0090,A021,2025-09-09,2025-09-10,Change Request,High,In Progress,41,48,Within SLA,1.09,1,Finance
REQ004487,RPT0045,A019,2025-03-17,2025-03-20,Access Request,Medium,Completed,66,72,Within SLA,4.46,0,Finance
REQ004488,RPT0006,A001,2025-04-28,2025-04-30,New Report,Low,Completed,48,120,Within SLA,2.22,0,Sales
REQ004489,RPT0070,A014,2026-05-26,2026-05-28,New Report,Low,Cancelled,45,120,Within SLA,6.15,2,Legal
REQ004490,RPT0034,A024,2025-03-29,2025-04-01,Change Request,Medium,Completed,69,72,Within SLA,3.32,2,Legal
REQ004491,RPT0080,A020,2025-05-10,2025-05-13,Data Correction,Low,Completed,83,120,Within SLA,4.38,1,Client Services
REQ004492,RPT0036,A009,2025-10-20,2025-10-20,Report Enhancement,High,Completed,11,48,Within SLA,1.7,0,Risk
REQ004493,RPT0091,A018,2025-11-12,2025-11-13,Data Correction,Medium,Completed,26,72,Within SLA,2.2,0,Technology
REQ004494,RPT0108,A011,2024-11-30,2024-12-01,New Report,High,Completed,31,48,Within SLA,2.41,1,Sales
REQ004495,RPT0115,A016,2025-11-03,2025-11-04,Access Request,Critical,In Progress,24,24,Within SLA,6.05,2,Legal
REQ004496,RPT0085,A020,2026-06-14,2026-06-15,Change Request,Medium,Completed,32,72,Within SLA,10.74,1,Legal
REQ004497,RPT0006,A012,2025-09-01,2025-09-03,Change Request,Medium,Completed,42,72,Within SLA,1.89,1,Compliance
REQ004498,RPT0105,A008,2026-04-25,2026-04-26,Report Enhancement,Medium,In Progress,18,72,Within SLA,7.06,1,Finance
REQ004499,RPT0099,A018,2025-05-14,2025-05-19,Change Request,Medium,Pending,118,72,Breached,0.73,0,Technology
REQ004500,RPT0046,A010,2026-07-16,2026-07-26,Report Enhancement,Medium,Completed,228,72,Breached,1.44,0,Client Services
REQ004501,RPT0012,A017,2026-02-02,2026-02-03,Access Request,Low,Completed,34,120,Within SLA,1.7,0,Sales
REQ004502,RPT0118,A004,2026-04-05,2026-04-06,Change Request,Medium,In Progress,36,72,Within SLA,1.29,1,Legal
REQ004503,RPT0065,A012,2024-09-27,2024-09-28,New Report,High,Completed,25,48,Within SLA,1.1,0,Compliance
REQ004504,RPT0061,A025,2024-09-25,2024-09-26,Data Correction,Medium,Completed,22,72,Within SLA,4.43,1,Client Services
REQ004505,RPT0088,A012,2024-11-06,2024-11-07,Report Issue,High,Completed,36,48,Within SLA,2.86,0,Human Resources
REQ004506,RPT0094,A012,2025-12-20,2025-12-21,Access Request,High,Completed,24,48,Within SLA,4.33,1,Risk
REQ004507,RPT0107,A010,2026-04-21,2026-04-24,Data Correction,Low,Completed,66,120,Within SLA,5.38,1,Technology
REQ004508,RPT0099,A006,2026-06-01,2026-06-03,Access Request,High,Pending,33,48,Within SLA,4.0,2,Risk
REQ004509,RPT0098,A014,2025-08-12,2025-08-13,Access Request,Medium,Completed,23,72,Within SLA,5.26,1,Human Resources
REQ004510,RPT0120,A019,2024-09-02,2024-09-06,Change Request,Low,Completed,87,120,Within SLA,3.16,2,Finance
REQ004511,RPT0001,A002,2024-11-25,2024-11-29,Change Request,Low,Completed,90,120,Within SLA,1.45,0,Legal
REQ004512,RPT0054,A019,2026-08-12,2026-08-13,Data Correction,High,Completed,13,48,Within SLA,6.96,0,Human Resources
REQ004513,RPT0026,A022,2026-06-18,2026-06-19,Access Request,High,Completed,42,48,Within SLA,2.2,1,Client Services
REQ004514,RPT0017,A024,2024-12-21,2024-12-23,Access Request,High,Completed,47,48,Within SLA,1.72,0,Technology
REQ004515,RPT0102,A008,2025-07-29,2025-08-02,Report Issue,Low,Completed,89,120,Within SLA,2.93,0,Compliance
REQ004516,RPT0025,A015,2025-08-10,2025-08-12,Data Correction,High,Completed,41,48,Within SLA,1.75,0,Risk
REQ004517,RPT0025,A022,2024-08-21,2024-08-24,Report Enhancement,Low,Completed,68,120,Within SLA,2.48,2,Compliance
REQ004518,RPT0011,A013,2025-07-19,2025-07-21,Report Issue,Medium,Completed,57,72,Within SLA,4.22,0,Finance
REQ004519,RPT0048,A010,2025-01-25,2025-01-29,Change Request,Low,Pending,110,120,Within SLA,4.24,0,Sales
REQ004520,RPT0007,A022,2026-02-06,2026-02-08,New Report,Medium,Completed,38,72,Within SLA,1.77,2,Risk
REQ004521,RPT0070,A002,2026-07-28,2026-08-03,Report Issue,Low,Completed,147,120,Breached,2.36,2,Risk
REQ004522,RPT0093,A014,2024-12-01,2024-12-02,Report Issue,High,Completed,23,48,Within SLA,7.04,0,Client Services
REQ004523,RPT0049,A010,2026-07-07,2026-07-08,Access Request,High,Completed,34,48,Within SLA,4.7,3,Human Resources
REQ004524,RPT0065,A004,2026-01-07,2026-01-08,Data Correction,Medium,Completed,15,72,Within SLA,14.19,2,Human Resources
REQ004525,RPT0007,A005,2025-04-12,2025-04-14,Report Issue,Medium,Completed,59,72,Within SLA,7.58,0,Technology
REQ004526,RPT0080,A024,2024-12-22,2024-12-24,Report Enhancement,Low,Completed,50,120,Within SLA,7.4,0,Risk
REQ004527,RPT0087,A024,2026-07-01,2026-07-04,Change Request,Medium,Completed,72,72,Within SLA,1.26,0,Operations
REQ004528,RPT0003,A005,2026-08-15,2026-08-15,Data Correction,Critical,Completed,12,24,Within SLA,5.67,0,Technology
REQ004529,RPT0014,A011,2026-07-02,2026-07-12,Data Correction,Low,Completed,234,120,Breached,3.2,0,Operations
REQ004530,RPT0120,A014,2025-03-21,2025-03-23,Report Issue,High,Completed,40,48,Within SLA,2.26,0,Sales
REQ004531,RPT0113,A019,2024-11-01,2024-11-01,Report Enhancement,Critical,In Progress,10,24,Within SLA,3.73,0,Client Services
REQ004532,RPT0062,A006,2026-01-11,2026-01-12,Change Request,Low,Completed,30,120,Within SLA,6.43,0,Human Resources
REQ004533,RPT0065,A020,2025-05-27,2025-05-30,Change Request,Medium,Completed,59,72,Within SLA,4.71,3,Compliance
REQ004534,RPT0068,A025,2025-03-03,2025-03-04,Access Request,Medium,Completed,35,72,Within SLA,1.8,0,Legal
REQ004535,RPT0078,A012,2024-10-24,2024-10-25,Report Enhancement,High,Completed,45,48,Within SLA,5.58,0,Operations
REQ004536,RPT0036,A011,2025-06-05,2025-06-13,Access Request,Medium,Completed,196,72,Breached,2.12,1,Technology
REQ004537,RPT0031,A019,2026-01-19,2026-01-19,Report Issue,Critical,Cancelled,15,24,Within SLA,3.86,0,Finance
REQ004538,RPT0113,A024,2026-07-24,2026-07-24,New Report,Medium,Cancelled,22,72,Within SLA,2.68,0,Legal
REQ004539,RPT0009,A017,2026-01-07,2026-01-08,Access Request,Medium,Completed,28,72,Within SLA,2.85,0,Client Services
REQ004540,RPT0058,A002,2024-12-27,2024-12-29,Access Request,Medium,Completed,56,72,Within SLA,5.68,0,Compliance
REQ004541,RPT0017,A017,2024-09-30,2024-10-03,Access Request,Medium,In Progress,72,72,Within SLA,1.6,0,Finance
REQ004542,RPT0005,A021,2025-06-24,2025-06-25,New Report,High,Completed,12,48,Within SLA,12.96,2,Client Services
REQ004543,RPT0013,A008,2025-12-19,2025-12-20,Change Request,Medium,Pending,14,72,Within SLA,0.93,0,Sales
REQ004544,RPT0050,A009,2025-04-15,2025-04-15,New Report,High,Completed,16,48,Within SLA,2.19,1,Human Resources
REQ004545,RPT0065,A023,2026-03-07,2026-03-09,Access Request,Medium,Completed,34,72,Within SLA,4.3,0,Compliance
REQ004546,RPT0118,A003,2026-02-15,2026-02-16,Change Request,High,In Progress,39,48,Within SLA,5.0,0,Human Resources
REQ004547,RPT0045,A012,2026-03-30,2026-04-02,Report Issue,Low,Pending,74,120,Within SLA,3.09,0,Client Services
REQ004548,RPT0054,A014,2025-02-18,2025-02-20,New Report,Medium,Completed,38,72,Within SLA,3.19,0,Legal
REQ004549,RPT0031,A013,2025-07-20,2025-07-22,Report Enhancement,High,Cancelled,44,48,Within SLA,4.43,3,Sales
REQ004550,RPT0053,A004,2026-01-12,2026-01-14,Access Request,Medium,Completed,68,72,Within SLA,2.82,0,Operations
REQ004551,RPT0048,A003,2024-10-30,2024-11-01,Change Request,Low,Completed,48,120,Within SLA,8.8,0,Legal
REQ004552,RPT0019,A021,2026-02-18,2026-02-19,Change Request,Medium,Completed,16,72,Within SLA,5.97,0,Technology
REQ004553,RPT0113,A013,2024-11-02,2024-11-04,Report Enhancement,Medium,In Progress,31,72,Within SLA,6.12,1,Client Services
REQ004554,RPT0053,A024,2024-08-21,2024-08-24,Report Enhancement,Medium,Completed,60,72,Within SLA,1.69,1,Compliance
REQ004555,RPT0007,A009,2025-02-02,2025-02-03,New Report,Medium,Pending,15,72,Within SLA,3.14,0,Compliance
REQ004556,RPT0073,A024,2025-08-26,2025-08-27,Access Request,Medium,Pending,23,72,Within SLA,2.69,0,Operations
REQ004557,RPT0076,A023,2024-10-20,2024-10-29,Access Request,Medium,Completed,216,72,Breached,1.64,0,Finance
REQ004558,RPT0106,A017,2024-12-02,2024-12-02,New Report,Medium,Completed,18,72,Within SLA,4.27,0,Technology
REQ004559,RPT0045,A008,2025-11-25,2025-11-25,Change Request,Medium,In Progress,13,72,Within SLA,2.28,0,Technology
REQ004560,RPT0061,A007,2025-02-12,2025-02-14,New Report,Medium,Completed,48,72,Within SLA,5.25,0,Human Resources
REQ004561,RPT0067,A010,2025-09-28,2025-09-30,Access Request,Medium,Completed,58,72,Within SLA,1.57,1,Operations
REQ004562,RPT0061,A007,2026-01-31,2026-01-31,New Report,High,Pending,10,48,Within SLA,11.06,1,Finance
REQ004563,RPT0111,A023,2025-08-01,2025-08-03,Change Request,High,Completed,41,48,Within SLA,1.77,0,Technology
REQ004564,RPT0011,A004,2024-08-28,2024-08-29,Change Request,High,Completed,22,48,Within SLA,3.87,2,Legal
REQ004565,RPT0088,A014,2024-08-27,2024-08-28,Report Enhancement,Medium,Completed,27,72,Within SLA,5.78,0,Human Resources
REQ004566,RPT0026,A021,2026-02-12,2026-02-13,Report Enhancement,Medium,Completed,20,72,Within SLA,2.23,1,Operations
REQ004567,RPT0063,A020,2025-05-14,2025-05-16,Report Issue,Low,In Progress,44,120,Within SLA,6.03,0,Finance
REQ004568,RPT0079,A010,2026-05-17,2026-05-19,Change Request,Medium,Completed,37,72,Within SLA,1.4,1,Client Services
REQ004569,RPT0075,A017,2024-11-22,2024-11-23,Change Request,Medium,In Progress,22,72,Within SLA,9.17,2,Sales
REQ004570,RPT0023,A022,2026-06-20,2026-06-24,Data Correction,Low,Completed,111,120,Within SLA,3.35,0,Sales
REQ004571,RPT0086,A024,2025-07-15,2025-07-15,New Report,High,Completed,21,48,Within SLA,2.19,1,Operations
REQ004572,RPT0058,A023,2026-02-11,2026-02-15,Report Issue,Low,In Progress,118,120,Within SLA,2.69,2,Human Resources
REQ004573,RPT0107,A024,2024-12-01,2024-12-03,Access Request,Medium,Completed,52,72,Within SLA,5.85,2,Compliance
REQ004574,RPT0110,A025,2025-08-27,2025-08-30,New Report,Medium,Completed,94,72,Breached,2.21,0,Technology
REQ004575,RPT0010,A017,2024-10-15,2024-10-19,Data Correction,Low,Pending,103,120,Within SLA,1.96,0,Human Resources
REQ004576,RPT0022,A001,2025-02-14,2025-02-16,Change Request,High,Completed,40,48,Within SLA,2.84,0,Operations
REQ004577,RPT0012,A008,2025-06-14,2025-06-17,Data Correction,Low,Completed,80,120,Within SLA,1.46,0,Technology
REQ004578,RPT0066,A006,2024-10-29,2024-11-01,Report Issue,Low,Pending,80,120,Within SLA,11.87,0,Risk
REQ004579,RPT0085,A009,2026-03-11,2026-03-12,Report Issue,High,In Progress,14,48,Within SLA,2.23,1,Finance
REQ004580,RPT0086,A024,2026-05-09,2026-05-10,Change Request,Medium,Completed,28,72,Within SLA,5.94,0,Sales
REQ004581,RPT0113,A008,2024-11-08,2024-11-09,Report Issue,High,Completed,34,48,Within SLA,3.84,0,Legal
REQ004582,RPT0118,A002,2024-11-09,2024-11-14,Report Enhancement,High,Completed,116,48,Breached,1.67,3,Operations
REQ004583,RPT0019,A007,2025-04-21,2025-04-22,Report Issue,Medium,Completed,37,72,Within SLA,3.31,0,Human Resources
REQ004584,RPT0037,A003,2025-06-02,2025-06-02,Report Enhancement,High,Completed,8,48,Within SLA,5.75,1,Risk
REQ004585,RPT0030,A014,2026-07-06,2026-07-07,Report Issue,Medium,Completed,18,72,Within SLA,2.91,0,Finance
REQ004586,RPT0018,A001,2025-04-10,2025-04-13,Report Issue,Medium,Completed,71,72,Within SLA,7.65,0,Compliance
REQ004587,RPT0098,A019,2024-12-05,2024-12-09,Report Issue,High,Completed,86,48,Breached,6.79,0,Technology
REQ004588,RPT0026,A021,2025-06-14,2025-06-15,Access Request,High,Completed,22,48,Within SLA,6.32,3,Client Services
REQ004589,RPT0054,A016,2026-04-13,2026-04-14,Change Request,Medium,Completed,26,72,Within SLA,2.41,0,Finance
REQ004590,RPT0042,A016,2026-05-14,2026-05-21,Access Request,Medium,Completed,168,72,Breached,1.56,1,Sales
REQ004591,RPT0058,A007,2026-03-29,2026-03-29,Change Request,Medium,Completed,14,72,Within SLA,2.16,0,Compliance
REQ004592,RPT0044,A009,2026-07-01,2026-07-01,New Report,Medium,In Progress,12,72,Within SLA,3.81,1,Technology
REQ004593,RPT0046,A017,2024-12-02,2024-12-03,Report Enhancement,Medium,Completed,27,72,Within SLA,4.86,0,Legal
REQ004594,RPT0018,A019,2026-01-01,2026-01-02,Access Request,Medium,Completed,22,72,Within SLA,0.73,4,Risk
REQ004595,RPT0066,A002,2026-01-28,2026-01-30,Access Request,High,Completed,28,48,Within SLA,3.3,0,Finance
REQ004596,RPT0050,A004,2024-12-09,2024-12-10,Report Enhancement,Medium,Completed,12,72,Within SLA,3.71,1,Human Resources
REQ004597,RPT0086,A002,2024-10-13,2024-10-13,Report Enhancement,High,In Progress,16,48,Within SLA,2.73,2,Finance
REQ004598,RPT0098,A023,2025-10-07,2025-10-09,Access Request,Low,Completed,64,120,Within SLA,8.2,0,Compliance
REQ004599,RPT0030,A019,2025-11-01,2025-11-02,Report Issue,Medium,Completed,27,72,Within SLA,4.46,1,Finance
REQ004600,RPT0074,A013,2024-08-27,2024-08-28,Report Enhancement,Medium,Completed,18,72,Within SLA,8.31,0,Client Services
REQ004601,RPT0017,A022,2025-12-08,2025-12-09,New Report,Medium,Completed,24,72,Within SLA,2.85,0,Legal
REQ004602,RPT0012,A019,2026-01-07,2026-01-08,Report Issue,Medium,In Progress,23,72,Within SLA,6.4,0,Finance
REQ004603,RPT0074,A010,2024-12-26,2024-12-26,Change Request,High,Completed,8,48,Within SLA,10.43,0,Operations
REQ004604,RPT0094,A022,2025-07-28,2025-07-30,Change Request,Medium,Completed,51,72,Within SLA,8.32,1,Compliance
REQ004605,RPT0050,A014,2025-05-20,2025-05-24,Change Request,Low,Completed,81,120,Within SLA,1.55,4,Finance
REQ004606,RPT0115,A003,2026-03-05,2026-03-07,Report Issue,Medium,Completed,58,72,Within SLA,2.78,3,Compliance
REQ004607,RPT0028,A018,2025-02-02,2025-02-06,Data Correction,Low,Completed,102,120,Within SLA,2.61,0,Client Services
REQ004608,RPT0053,A008,2025-12-21,2025-12-23,Data Correction,Medium,In Progress,48,72,Within SLA,4.68,0,Risk
REQ004609,RPT0058,A023,2026-03-25,2026-03-27,Report Issue,High,In Progress,48,48,Within SLA,5.37,1,Finance
REQ004610,RPT0016,A012,2024-12-16,2024-12-18,Change Request,Medium,Completed,44,72,Within SLA,1.85,0,Sales
REQ004611,RPT0010,A016,2026-08-05,2026-08-07,Report Enhancement,Low,Completed,52,120,Within SLA,3.48,2,Legal
REQ004612,RPT0010,A019,2025-07-06,2025-07-10,Access Request,Low,Completed,81,120,Within SLA,0.81,0,Risk
REQ004613,RPT0005,A008,2025-12-12,2025-12-14,Report Issue,High,Pending,43,48,Within SLA,9.11,0,Finance
REQ004614,RPT0005,A012,2026-02-05,2026-02-06,Change Request,Medium,Cancelled,40,72,Within SLA,2.32,0,Legal
REQ004615,RPT0057,A016,2025-07-30,2025-07-30,Report Enhancement,High,Completed,8,48,Within SLA,3.45,0,Legal
REQ004616,RPT0085,A006,2026-06-19,2026-06-21,Access Request,Low,Pending,45,120,Within SLA,2.67,1,Technology
REQ004617,RPT0074,A014,2025-02-05,2025-02-06,Data Correction,Medium,Pending,16,72,Within SLA,7.41,0,Client Services
REQ004618,RPT0046,A025,2024-10-27,2024-10-29,Data Correction,Medium,Completed,59,72,Within SLA,0.5,0,Risk
REQ004619,RPT0106,A017,2026-07-18,2026-07-21,Data Correction,Medium,Completed,63,72,Within SLA,3.28,2,Legal
REQ004620,RPT0074,A002,2024-11-07,2024-11-07,Change Request,Critical,Completed,15,24,Within SLA,3.08,3,Operations
REQ004621,RPT0056,A016,2024-12-07,2024-12-13,Report Enhancement,Medium,Completed,142,72,Breached,2.42,0,Compliance
REQ004622,RPT0054,A016,2026-03-28,2026-03-29,Change Request,Medium,Completed,32,72,Within SLA,11.12,0,Finance
REQ004623,RPT0002,A020,2024-11-24,2024-11-27,Report Issue,Medium,In Progress,60,72,Within SLA,1.78,4,Legal
REQ004624,RPT0056,A011,2025-11-21,2025-11-22,Change Request,Medium,Completed,16,72,Within SLA,5.7,0,Finance
REQ004625,RPT0096,A012,2026-03-11,2026-03-16,Change Request,High,Completed,140,48,Breached,4.26,0,Technology
REQ004626,RPT0039,A020,2025-06-15,2025-06-17,Change Request,Medium,Pending,61,72,Within SLA,8.03,0,Human Resources
REQ004627,RPT0113,A011,2025-05-21,2025-05-21,Change Request,Medium,Completed,15,72,Within SLA,2.08,0,Client Services
REQ004628,RPT0106,A021,2025-07-20,2025-07-21,Report Enhancement,High,Completed,33,48,Within SLA,1.99,0,Compliance
REQ004629,RPT0086,A017,2025-04-22,2025-04-22,Change Request,Critical,Cancelled,6,24,Within SLA,7.15,0,Technology
REQ004630,RPT0095,A009,2026-04-27,2026-04-29,Change Request,High,In Progress,48,48,Within SLA,4.47,3,Client Services
REQ004631,RPT0088,A018,2024-12-07,2024-12-08,Access Request,High,Completed,21,48,Within SLA,1.13,0,Human Resources
REQ004632,RPT0053,A017,2025-03-01,2025-03-02,Report Issue,Critical,Completed,16,24,Within SLA,2.28,1,Operations
REQ004633,RPT0093,A019,2025-03-24,2025-03-24,Report Enhancement,Critical,Completed,5,24,Within SLA,4.35,0,Sales
REQ004634,RPT0018,A017,2026-01-03,2026-01-04,New Report,High,In Progress,19,48,Within SLA,5.97,1,Finance
